id,label,statement,subject,speaker,job_title,state_info,party,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,split,label_clean
9169.json,true,"Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.","elections,history",joe-scarborough,Host of a morning show on MSNBC,,none,1,4,3,3,0,"comments on MSNBC's ""Morning Joe""",train,true
6582.json,mostly-true,"When President Obama took office, we were losing 700,000 jobs a month. Now weve had job growth, I think, for 24 consecutive months.","economy,jobs",david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,a debate on WPRI.com,train,mostly-true
9641.json,mostly-true,Florida has the third most-regressive tax structure.,"poverty,taxes",nan-rich,candidate for governor,Florida,democrat,1,0,1,3,0,a speech to the Florida Press Association,train,mostly-true
3735.json,false,"Under President Barack Obama, the United States has doubled our exports.","economy,trade",barack-obama,President,Illinois,democrat,70,71,160,163,9,"a speech in Austin, Texas",train,false
12667.json,barely-true,The folks in Washington are already forcing you to buy government health care.,health-care,carlos-beruff,Developer,Florida,republican,3,1,0,0,0,a campaign ad,train,barely-true
10607.json,half-true,The vast majority of our international commitments take effect without congressional approval.,"congress,foreign-policy",joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,a statement released to the media,valid,half-true
11760.json,false,I didnt support Sonia Sotomayor.,"sotomayor-nomination,supreme-court",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a Republican debate on Fox Business Network in South Carolina on Fox Business Network ,train,false
10500.json,pants-fire,A Texas law says that you cant shoot bears out of the second floor of a window.,"animals,government-regulation,guns",alcee-hastings,U.S. Representative,Florida,democrat,1,0,1,0,2,a telephone interview with CNN,train,pants-fire
3492.json,pants-fire,One. Thats the number of new drilling permits under the Obama administration since they came into office.,"energy,oil-spill",michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a speech at the Conservative Principles PAC Conference,train,pants-fire
6741.json,false,"Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles.",guns,national-rifle-association,,,none,3,5,1,5,3,on NRA ILA's website,train,false
7491.json,half-true,Says the Georgia Dome would need up to $350 million in work over the next five to seven years.,"infrastructure,sports,taxes",kasim-reed,,,democrat,1,0,5,7,1,news story,train,half-true
1478.json,barely-true,Taxpayers even footed the bill for Perrys trip to a bachelor party in Las Vegas.,"ethics,taxes,transparency,transportation",kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,a video,train,barely-true
7626.json,barely-true,"The people who were running the budget, in the Corzine years, decided to steal from the unemployment trust fund. As did other Governors before. We simply dont do that, havent done it, and wont permit it.","state-finances,taxes",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,"an answer to a caller on NJ 101.5's ""Ask The Governor"" program",valid,barely-true
7521.json,true,Cobb is one of the largest school systems (in the nation) that is debt free.,"county-budget,debt,taxes",joellen-smith,,Georgia,none,0,0,0,0,0,an editorial,train,true
6927.json,half-true,"The Georgia Department of Economic Development assisted with the creation of 28,776 jobs, an increase of 29 percent from last fiscal year, and $5.97 billion in investments, a 32 percent increase.","economy,jobs",nathan-deal,,,republican,9,5,11,11,0,news release,train,half-true
7388.json,mostly-true,Says he and Mitt Romney agreed on tying minimum wage increases to inflation.,"poverty,workers",barack-obama,President,Illinois,democrat,70,71,160,163,9,the State of the Union address,train,mostly-true
8394.json,true,A congressional laundry closed due to the partial government shutdown.,"debt,federal-budget",roger-williams,Businessman,Texas,republican,3,2,2,0,1,as quoted in a newspaper article,train,true
1819.json,pants-fire,"In three days last week, (Gov. Rick) Perry flew to five cities at taxpayers expense, holding press conferences, delivering $2,325,000 in checks.","elections,ethics,job-accomplishments,state-budget",bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,a Facebook post,train,pants-fire
12045.json,mostly-true,"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",immigration,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a Democratic presidential debate in Miami,train,mostly-true
1693.json,false,Cell phone numbers go public this month.,consumer-safety,ken-legler,State House representative,Texas,republican,0,1,0,0,0,Facebook and Twitter posts,train,false
5019.json,pants-fire,"Ever wonder why no one ever came forward from Obamas past, saying they knew him, attended school with him, was his friend, etc.? Not one person has ever come forward from his past.",candidates-biography,chain-email,,,none,11,43,8,5,105,a chain e-mail,train,pants-fire
2543.json,pants-fire,Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.,campaign-finance,jill-chambers,State House Representative,Georgia,republican,0,0,0,0,1,a recorded telephone message,train,pants-fire
801.json,half-true,"He voted twice for a budget resolution that increases the taxes on individuals making $42,000 a year.",taxes,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"a debate in Hempstead, N.Y.",valid,half-true
4015.json,barely-true,"Rep. Jim Renaccis plan to end Medicare also puts nursing home care for 3,000 seniors in the district in immediate jeopardy.","health-care,medicaid,medicare",democratic-congressional-campaign-committee,,,democrat,11,8,5,1,9,a news release,train,barely-true
6220.json,false,Obamacare puts the federal government between you and your doctor.,health-care,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,prepared remarks,train,false
12389.json,mostly-true,The Chinese last year probably stole $360 billion inintellectual property from the United States.,"foreign-policy,legal-issues,technology,trade",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,"an interview on ""Fox News Sunday""",train,mostly-true
3221.json,true,"In the month of January, Canada created more new jobs than we did.","economy,workers",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a speech to the Conservative Political Action Conference,valid,true
3002.json,mostly-true,"Over 80 percent of the people want the shot to vote on whether to approve same-sex marriage, according to polls.","civil-rights,gays-and-lesbians,marriage",vincent-buddy-cianci,,Rhode Island,independent,0,2,1,2,1,an ABC-6 interview program,train,mostly-true
8425.json,mostly-true,Were 49th in the United States in new businesses created.,"economy,jobs",mary-burke,Madison school board member,Wisconsin,democrat,5,5,11,8,3,an interview,train,mostly-true
4002.json,barely-true,"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent.","agriculture,energy",renewable-fuels-association,Trade association,"Washington, D.C.",none,1,0,0,0,0,"an advertisement in Washington, D.C., Metro stations",train,barely-true
7218.json,pants-fire,Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!,"crime,government-regulation,guns,military,market-regulation",facebook-posts,Social media posting,,none,14,18,15,11,36,a Facebook posting,train,pants-fire
8783.json,true,Travis County is surrounded by red counties.,"bipartisanship,elections",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,1,0,2,7,0,a video,train,true
8283.json,barely-true,"Says potential Democratic opponent Mary Burke implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.",jobs,scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview,train,barely-true
11065.json,true,"Despite what Donald Trump claims, there werent 15,000 people who turned out in Phoenix to see Trump speak.","elections,pundits",rachel-maddow,MSNBC host,,none,6,6,4,6,1,a segment on her show,train,true
4851.json,false,Says Newt Gingrich has said that we should make the 11 million illegal workers that are in this country legal.,immigration,michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,an interview,train,false
13358.json,half-true,"Global warming leads to much quicker spread of the Zika virus because the increased temperature, makes mosquitoes mature faster, . . . bite more due to having a higher metabolism, and makes the Zika virus inside of them incubate faster.","climate-change,florida,public-health,science",al-gore,"cofounder of Generation Investment Management and Current TV, visiting professor and author",Tennessee,democrat,0,0,3,0,0,a speech,train,half-true
749.json,half-true,"Henry Kissinger ""said that we should meet with Iran guess what without precondition.""",foreign-policy,barack-obama,President,Illinois,democrat,70,71,160,163,9,"the first presidential debate in Oxford, Miss.",valid,half-true
12638.json,mostly-true,"The average time someone used to hold a share of stock back in the 60s was eight years. Now, the average time is four months.","corporations,economy,wealth",mark-warner,U.S. Senator,Virginia,democrat,3,1,6,3,0,a radio interview.,train,mostly-true
1269.json,half-true,The first installment of health care reform ... will raise the deficit by $250 billion.,"federal-budget,health-care,medicare",john-cornyn,Senator,Texas,republican,5,3,6,2,1,an interview on CBS's Face the Nation,train,half-true
9967.json,barely-true,Says President Barack Obama attacked potential terrorist targets in Syria in the middle of the night to minimize terrorist casualties.,"military,terrorism",ralph-peters,Military analyst,,republican,1,0,0,0,0,"an interview on ""America's Newsroom""",train,barely-true
9213.json,true,Did you know US population growth is at its lowest since the Great Depression?,"immigration,population",robert-sarvis,"lawyer, businessman",Virginia,libertarian,0,0,0,1,0,a tweet.,train,true
7540.json,true,Seven of the 10 highest-income counties in the country ring the city of Washington D.C.,"corrections-and-updates,federal-budget,pundits,wealth",sarah-palin,,Alaska,republican,9,19,9,6,6,a speech at CPAC,train,true
2224.json,barely-true,Lincoln Chafee voted with President George W. Bush and the conservative leadership 76% of the time.,"bipartisanship,candidates-biography,voting-record",democratic-governors-association,,,democrat,1,0,0,0,2,a statement on a DGA-created website,train,barely-true
1755.json,true,"At the moment, energy companies spend 0.25 percent on RD.","corporations,energy,oil-spill,pundits,science,technology",katrina-vanden-heuvel,,,none,0,2,1,0,0,a roundtable discussion on ABC's 'This Week',train,true
10270.json,half-true,Were borrowing 20% of (the federal) budget.,federal-budget,glenn-grothman,"State Senator, 20th District",Wisconsin,republican,2,4,1,1,0,an interview,valid,half-true
1882.json,mostly-true,"While in Congress, Nathan Deal was a leader when it came to protecting our borders.",immigration,nathan-deal,,,republican,9,5,11,11,0,a press releaase,train,mostly-true
1454.json,true,"We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.","stimulus,taxes",david-axelrod,,,democrat,2,1,6,7,0,"NBC's ""Meet the Press""",train,true
10684.json,true,Says he paid one dollar for a sweater at Kohls.,candidates-biography,scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a speech,train,true
12593.json,mostly-true,"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.","economy,retirement",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"remarks in Cincinnati, Ohio",train,mostly-true
2014.json,barely-true,"As Washington debates cracking down on the big Wall Street banks, Ive passed legislation that does so.","financial-regulation,voting-record",david-segal,State Representative,Rhode Island,democrat,1,0,0,0,0,a statement on his campaign website,train,barely-true
900.json,mostly-true,"If Obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force.""","federal-budget,stimulus",mitch-mcconnell,Senate minority leader,Kentucky,republican,7,6,5,7,0,in a news interview,valid,mostly-true
6168.json,false,New Jerseys citizens are working at the highest rate in three years.,jobs,jennifer-beck,,,republican,0,2,0,0,0,a speech on the state Senate floor,train,false
5159.json,pants-fire,The U.S. military is at risk of losing its military superiority because our Navy is smaller than its been since 1917. Our Air Force is smaller and older than any time since 1947.,"federal-budget,history,military",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a Republican presidential debate in Myrtle Beach, S.C.",train,pants-fire
11861.json,false,"Says Donald Trumps conversion to pro-life beliefs are akin to Justin Biebers, who said in the past that abortion was no big deal to him.",abortion,sarah-palin,,Alaska,republican,9,19,9,6,6,an interview on CNN,test,false
3416.json,mostly-true,"Last year, American oil production reached its highest level since 2003.","economy,energy,history",barack-obama,President,Illinois,democrat,70,71,160,163,9,a press conference,train,mostly-true
7300.json,pants-fire,"Religious groups like Knights of Columbus have been forced to allow same-sex marriage ceremonies in their facilities, against their beliefs.","diversity,families,gays-and-lesbians,legal-issues,marriage,religion",national-organization-marriage,Nonprofit organization,Rhode Island,organization,0,1,0,0,1,a newspaper ad,train,pants-fire
821.json,false,The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.,elections,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,remarks by chief strategist Steve Schmidt,train,false
4637.json,half-true,New Jerseys poverty rate has increased since this governor took office and the number of New Jerseyans without health insurance has risen.,"health-care,poverty",stephen-sweeney,State Senator,,democrat,1,2,3,1,0,a message on Facebook,train,half-true
2602.json,false,Marco Rubio says Solo Ingles (English only).,immigration,kendrick-meek,,Florida,democrat,2,6,1,4,1,a web ad.,train,false
9969.json,pants-fire,Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.,"crime,ethics",wendy-davis,state senator,Texas,democrat,5,1,8,12,1,speaking to reporters,train,pants-fire
10211.json,true,The president of the United States came in the Tuesday before the election in a ward that went 99% for him in the last election and they couldnt even (increase) the vote there.,elections,scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview,train,true
11030.json,mostly-true,"Says Hillary Clintons top 10 donors are mainly banks, corporations and media, while Bernie Sanders top 10 donors are labor unions.",campaign-finance,facebook-posts,Social media posting,,none,14,18,15,11,36,a meme on social media,train,mostly-true
10142.json,false,Says Thomas Eric Duncan came into the United States with an elevated temperature.,"ebola,health-care,public-health,transportation",darrell-issa,U.S. House of Representatives,California,republican,0,3,0,0,0,"comments on CNN's ""State of the Union""",train,false
12352.json,false,"You have to be a citizen to vote, but with same-day voter registration, you have places where people just walk in and vote.","elections,immigration",donald-trump,President-Elect,New York,republican,63,114,51,37,61,an interview on 'Meet the Press',train,false
11307.json,barely-true,Jebs policies in Florida helped lead to its almost total collapse.,"economy,florida",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a tweet,test,barely-true
1776.json,pants-fire,"McCollum admitted he didn't think that the subprime mortgage crisis was a big deal, telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that 'it's not the end of the world.' ","financial-regulation,housing",florida-democratic-party,,Florida,democrat,5,4,4,5,3,a press release.,train,pants-fire
3470.json,true,Central Health is the only hospital district in Texas that spends taxpayer dollars on abortions.,abortion,wayne-christian,Texas House Representative,Texas,republican,0,0,0,0,0,a press release,train,true
2015.json,true,"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""",candidates-biography,gina-raimondo,venture capital company founder,Rhode Island,democrat,2,1,2,5,1,a video on her web page,valid,true
4417.json,barely-true,The academic achievements of our student-athletes are mentioned in the same breath and spirit as Notre Dame and Stanford.,education,donna-shalala,University of Miami president,Florida,none,1,0,0,0,0,a video statement,train,barely-true
12.json,false,"I'll tell you what I can tell this country: If they want a president who doesn't believe in God, there's probably plenty of choices.",religion,mike-huckabee,author,Arkansas,republican,12,5,9,3,4,"Manchester, N.H.",test,false
3366.json,true,"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",market-regulation,ward-armstrong,"Minority leader, House of Delegates",Virginia,democrat,0,3,0,0,1,a House floor speech.,test,true
9256.json,false,Some of the wealthiest Americans are African-American now.,wealth,rush-limbaugh,Radio host,,none,9,11,5,2,10,comments on his radio show,test,false
9819.json,barely-true,"Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.","economy,workers",herman-cain,,Georgia,republican,4,11,5,3,3,comments on Fox News Business,train,barely-true
2074.json,mostly-true,"As a Congressman, J.D. Hayworth was an avid earmarker who supported such pork as $220,000 to renovate a Maine Blueberry farm and $5.8 million for a Vermont snowmobile trail.","federal-budget,message-machine",john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a political ad,train,mostly-true
3144.json,barely-true,Veterans can now download their electronic medical records with a click of the mouse.,"health-care,technology,veterans",barack-obama,President,Illinois,democrat,70,71,160,163,9,his State of the Union address,valid,barely-true
7134.json,barely-true,"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain","education,government-regulation,state-budget,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview,valid,barely-true
7986.json,mostly-true,"Says under the Senate immigration bill, newly legalized immigrants will pay every tax possible, but you dont get a single benefit for 10 years.","immigration,welfare",luis-gutierrez,U.S. House of Representatives,Illinois,democrat,0,0,2,3,0,an interview with CNN,train,mostly-true
593.json,barely-true,"He made time to go to the gym, but canceled a visit with wounded troops. Seems the Pentagon wouldn't allow him to bring cameras.",military,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a TV ad,train,barely-true
8583.json,half-true,"Only 536 Georgians are signed up for Obamacare while 400,000 in the state lost their health insurance.",health-care,lynn-westmoreland,,,republican,1,1,3,0,0,a tweet,valid,half-true
11028.json,true,"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.","environment,water",metropolitan-north-georgia-water-planning-district,,,none,0,0,0,0,0,a press release,train,true
5688.json,half-true,"Mitt Romneys pledged to protect (oil companies) record profits and their billions in special tax breaks, too.","energy,taxes",priorities-usa-action,,,democrat,3,1,4,2,1,a television ad,train,half-true
4056.json,barely-true,"A year since the Recovery Summer, there has been been a fall, winter and spring of no recovery.",economy,rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,an interview on the Fox Business Channel,valid,barely-true
9946.json,barely-true,Says Gwen Graham was a Washington lobbyist.,candidates-biography,steve-southerland,"U.S. Representative, Florida District 2",Florida,republican,1,2,1,1,0,a campaign commercial,valid,barely-true
1994.json,false,On the use of presidentially appointed commissions.,"energy,federal-budget,government-efficiency,nuclear,oil-spill,science",barack-obama,President,Illinois,democrat,70,71,160,163,9,"a campaign speech in Grand Junction, Colo.",train,false
4368.json,mostly-true,Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons,"environment,income",vincent-barrella,"Mayor, Point Pleasant Beach",New Jersey,independent,0,0,0,1,0,a column published on NJ.com,train,mostly-true
5740.json,barely-true,Says the treasurers office has saved $37 million in management costs for the oversight of public investments.,government-efficiency,ted-wheeler,,,democrat,1,0,0,0,0,campaign website,train,barely-true
13281.json,half-true,In about three weeks over a half million Floridians are going to lose their coverage again through Obamacare.,health-care,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a U.S. Senate debate,train,half-true
4267.json,half-true,On how money from a possible lease of the Ohio Turnpike would be used,"infrastructure,transportation",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,an interview,train,half-true
9502.json,mostly-true,The United States is the only developed country in the world without paid maternity leave.,"jobs,women,workers",barack-obama,President,Illinois,democrat,70,71,160,163,9,an op-ed for Huffington Post,test,mostly-true
9399.json,mostly-true,"Were fifth in the world (in executions), behind China, Iran, Iraq and Saudi Arabia.",criminal-justice,bill-maher,Host of Real Time with Bill Maher,California,independent,0,3,1,5,0,"in comments on ""Real Time with Bill Maher""",train,mostly-true
9396.json,false,"New carbon regulations will increase electric bills by $17 billion every year and potentially put an average of 224,000 more people out of work every year.","climate-change,economy,environment,government-regulation,jobs,market-regulation",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a post on his website,train,false
7268.json,mostly-true,Nearly a quarter of all adults in this state have some college credit without a degree.,"economy,education,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a speech,test,mostly-true
2084.json,barely-true,The health care numbers are going up.,"health-care,abc-news-week",joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,an interview on ABC's This Week,train,barely-true
13390.json,mostly-true,Says Donald Trump wants to deport our Dreamers.,immigration,priorities-usa-action,,,democrat,3,1,4,2,1,a TV ad,train,mostly-true
13501.json,pants-fire,Lady Gaga announced she would cover her face until Trump gets fired from office.,fake-news,blog-posting,,,none,7,19,3,5,44,posts on the Internet,train,pants-fire
10888.json,false,The American murder rate is 50 times that of any other developed nation.,"crime,guns",russell-brand,Actor,,none,0,1,0,0,0,an episode of 'The Trews',valid,false
11752.json,pants-fire,"Until the new Iran deal, China and Russia have never voted with us at the U.N. on any sanctions on Iran in the past.","china,history,job-accomplishments,nuclear",nancy-pelosi,House Minority Leader,California,democrat,3,7,11,2,3,an interview on CNN,train,pants-fire
10711.json,true,Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.,climate-change,next-generation-climate-action-committee,,,democrat,0,1,0,0,1,a blog post,train,true
8315.json,mostly-true,"According to the Congressional Budget Office, repealing Obamacare would increase the budget deficit.","deficit,federal-budget,health-care",carol-shea-porter,Retired social worker,New Hampshire,democrat,1,0,1,1,0,a press release,train,mostly-true
68.json,half-true,Joe Biden is the only candidate with a plan to get us out of Iraq and keep us out.,iraq,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,a television ad.,train,half-true
1838.json,mostly-true,"The federal government only ordered BP to pay ""to do one of those six segments"" of sand barriers for Louisiana.","energy,environment,oil-spill,abc-news-week",bobby-jindal,Governor of Louisiana,Louisiana,republican,0,1,4,4,0,"an interview on ABC news ""This Week''",train,mostly-true
5340.json,barely-true,Says he signed legislation leading to 12 Texas abortion clinics being closed.,"abortion,state-budget,state-finances",rick-perry,Governor,Texas,republican,30,30,42,23,18,a South Carolina forum.,train,barely-true
9402.json,true,The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.,education,brian-kemp,Secretary of State,Georgia,republican,0,2,0,0,0,statement,train,true
7083.json,barely-true,Says Mike Dovilla supports a plan that could allow a foreign corporation to take over the Ohio Turnpike ,"infrastructure,state-budget,transportation",ohio-democratic-party,,Ohio,democrat,4,1,2,2,2,an election flier ,train,barely-true
1318.json,pants-fire,"In the health care bill, were now offering insurance for dogs.","health-care,pundits",glenn-beck,,,none,5,7,7,2,6,his radio program,valid,pants-fire
3667.json,true,"Currently, there is no one from South Austin on the (Austin City) Council!",candidates-biography,max-nofziger,Musician,Texas,democrat,0,0,0,0,0,"“Voters Guide,” League of Women Voters of the Austin Area.",train,true
9185.json,true,"During Lyndon B. Johnsons first 20 years in Congress, he opposed every civil rights measure that came up for a vote.","civil-rights,history",barack-obama,President,Illinois,democrat,70,71,160,163,9,speech at the Lyndon B. Johnson Library,train,true
6511.json,true,Clayton County Public Schools recently achieved a milestone that has eluded other metropolitan districts across the state by meeting federal guidelines for having a highly qualified staff.,education,clayton-county-schools,,Georgia,none,0,0,0,0,0,a press release,valid,true
3388.json,barely-true,I have askedtheDivision of Emergency Management toreport directly to me.,"government-efficiency,state-budget",rick-scott,Governor,Florida,republican,28,23,38,34,7,his State of the State speech.,train,barely-true
12626.json,barely-true,Says Hillary Clinton savaged the dignity of people who accused Bill Clinton of sexual harassment or assault and shamed them.,"candidates-biography,history,women",america-rising-now,pro-Trump super PAC,,organization,2,0,0,0,0,an advertisement against Hillary Clinton,train,barely-true
3162.json,false,"Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.","health-care,workers",blake-farenthold,U.S. Representative,Texas,republican,0,1,0,0,0,an op-ed,train,false
1157.json,half-true,Medicare has at least $80 billion worth of fraud a year. That's a full 20 percent of every dollar that's spent on Medicare goes to fraud.,"health-care,medicare",tom-coburn,U.S. Senator,Oklahoma,republican,2,3,3,2,0,Fox News Channel's On the Record With Greta Van Susteren,train,half-true
3395.json,barely-true,Says Texas school districts are the fifth largest employers in the world.,"corporations,education,small-business,workers",dan-patrick,Lieutenant governor-elect,Texas,republican,4,4,3,4,4,a Texas Tribune article.,train,barely-true
9151.json,true,"When people enter the service, theres not a mental health evaluation.","health-care,military",michael-mccaul,congressman,Texas,republican,1,0,1,4,0,"comments on ""Fox News Sunday""",test,true
9658.json,false,Says Common Core is a federal mandate.,"children,education,federal-budget,states",joe-leibham,,,republican,0,1,0,0,0,a news release,train,false
11721.json,pants-fire,Says U.S. Rep. Ted Yoho said African Americans should only be given three-fifths of a vote.,"civil-rights,diversity,florida",viral-image,,,none,5,5,0,3,15,a Facebook post,train,pants-fire
1930.json,false,"In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.","corporations,financial-regulation,market-regulation,abc-news-week,transportation",rahm-emanuel,Mayor of Chicago,Illinois,democrat,1,1,1,2,0,"an interview on ""This Week.""",train,false
1219.json,mostly-true,The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.,"military,stimulus",sarah-palin,,Alaska,republican,9,19,9,6,6,a speech to investors in Hong Kong,train,mostly-true
1349.json,barely-true,"Under the Democratic health plan, families will be forced to spend an additional $2,100 a year to keep their current health care.",health-care,mike-pence,Governor,Indiana,republican,8,10,12,5,0,a press release,train,barely-true
7830.json,barely-true,"Says 70,000 children have lost their Head Start slots because of the sequester.","children,education,federal-budget,poverty",mark-warner,U.S. Senator,Virginia,democrat,3,1,6,3,0,a radio interview.,train,barely-true
6799.json,false,Says the public option considered in the health care law backed by U.S. Senate candidate Tammy Baldwin was wildly unpopular.,"health-care,medicare,message-machine-2012,polls",us-chamber-commerce,,,none,6,3,3,1,1,a TV ad,valid,false
10477.json,half-true,On the status of illegal immigrants,immigration,scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview,train,half-true
2961.json,mostly-true,One in 19 Americans today get SSDI or SSI. Thats one in 19 Americans (who) are disabled.,"disability,federal-budget,social-security",tom-coburn,U.S. Senator,Oklahoma,republican,2,3,3,2,0,a meeting of the Simpson-Bowles deficit commission,train,mostly-true
7637.json,true,"In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.","crime,criminal-justice,economy,government-regulation,jobs,legal-issues,privacy,public-safety",ban-the-box-ri,,Rhode Island,organization,0,0,0,0,0,a video posted on YouTube,train,true
4593.json,false,Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.,"china,jobs,message-machine-2012",edd-houck,,Virginia,democrat,0,1,0,0,0,a TV ad.,test,false
6654.json,barely-true,Says Mitt Romney asked for a waiver from federal welfare rules.,welfare,rahm-emanuel,Mayor of Chicago,Illinois,democrat,1,1,1,2,0,an appearance on Meet the Press,train,barely-true
5105.json,barely-true,At my first Lets Get to Work Day we sold out; more than 240 dozen doughnuts by 8:30 a.m.,"candidates-biography,economy,job-accomplishments,jobs",rick-scott,Governor,Florida,republican,28,23,38,34,7,his State of the State address,train,barely-true
4738.json,true,"The average homeowner spends more than $2,000 each year on energy costs more than on either real estate taxes or homeowners insurance.","energy,housing",johnny-isakson,U.S. Senator,Georgia,republican,2,3,3,2,0,a press release,train,true
12870.json,barely-true,"Through the Clinton Foundation, the Clintons are now worth in excess of $100 million.",candidates-biography,america-rising-now,pro-Trump super PAC,,organization,2,0,0,0,0,"an ad played on ""Meet the Press""",test,barely-true
12121.json,pants-fire,"Out of 67 counties (in Florida), I won 66, which is unprecedented. Its never happened before.",elections,donald-trump,President-Elect,New York,republican,63,114,51,37,61,a press conference,valid,pants-fire
1458.json,barely-true,Says his executive order requiring young girls to be vaccinated against HPV wasnt mandatory.,"families,health-care",rick-perry,Governor,Texas,republican,30,30,42,23,18,a debate,train,barely-true
10058.json,half-true,"832,000 people lost their job while (Charlie Crist was)governor.","economy,jobs",rick-scott,Governor,Florida,republican,28,23,38,34,7,a gubernatorial debate in Miramar,train,half-true
6098.json,pants-fire,Sherrod Brown gave huge bonuses to executives.,"economy,message-machine-2012,stimulus,voting-record",josh-mandel,Ohio treasurer,Ohio,republican,4,5,4,5,6,a campaign commercial,valid,pants-fire
1347.json,half-true,On legalizing illegal immigrants.,immigration,lou-dobbs,,,none,1,2,0,1,0,an interview on Telemundo,train,half-true
4831.json,false,President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries.,"health-care,medicaid,medicare,taxes",national-taxpayers-union,Conservative advocacy group,Virginia,none,0,1,1,0,0,a newspaper advertisement.,train,false
4855.json,barely-true,Says Mitt Romney once supported President Obamas health care plan but now opposes it.,"health-care,message-machine-2012",democratic-national-committee,,,none,8,2,10,8,0,a television ad,valid,barely-true
